positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
"ST,CF",70,1700000.0,52,77,61,63.5,65.0,68.2,62.5
"ST,RM,RW",70,1800000.0,68,76,70,76.0,63.833333333333336,72.6,55.0
ST,70,1400000.0,60,79,60,53.5,70.66666666666667,62.0,77.0
"RB,RWB",70,1900000.0,66,55,64,78.5,46.5,69.2,69.5
"LB,LWB,LM",70,1900000.0,66,66,59,70.0,48.333333333333336,64.4,75.0
"CAM,LW,LM,ST",70,2500000.0,71,64,53,82.0,63.333333333333336,70.4,72.5
ST,70,2400000.0,62,69,70,90.5,64.83333333333333,72.2,72.5
"ST,LW,RW",70,1600000.0,63,68,67,76.0,68.33333333333333,74.2,57.5
"ST,RM",70,625000.0,68,82,81,58.0,66.0,73.0,57.0
"ST,RW",70,2400000.0,56,65,64,89.0,62.333333333333336,64.6,75.0
"LB,LWB",70,2000000.0,69,64,68,78.0,62.833333333333336,71.0,62.5
ST,70,,61,69,61,63.0,67.83333333333333,64.4,75.5
"CAM,ST,RM",70,1700000.0,63,67,60,73.0,68.0,70.6,54.0
"RM,RW",70,1600000.0,66,65,59,80.0,59.666666666666664,67.0,74.5
ST,70,1800000.0,55,73,67,60.0,70.5,63.4,69.0
ST,70,1600000.0,62,74,60,72.0,67.16666666666667,71.0,71.5
"RB,RWB",70,1300000.0,67,50,62,78.5,52.333333333333336,70.2,75.5
"ST,LM",70,2800000.0,62,70,65,78.0,65.5,67.0,61.0
ST,70,2100000.0,61,74,67,70.5,67.33333333333333,66.4,77.0
"CAM,RW",70,3100000.0,67,65,64,80.0,57.0,73.6,47.5
"LW,CAM,RW",70,3500000.0,69,61,64,85.0,56.166666666666664,73.2,63.0
"RM,RWB,RB",70,1700000.0,66,68,72,75.0,64.33333333333333,70.0,74.5
ST,70,2500000.0,60,69,72,73.5,66.0,67.0,77.0
"RM,ST",70,3100000.0,65,64,64,89.5,54.0,69.4,69.5
RW,70,2600000.0,62,65,60,92.5,49.5,74.0,57.0
"RW,RM,LM",70,2200000.0,63,69,60,87.0,57.666666666666664,75.4,75.0
ST,70,1600000.0,63,70,68,65.0,66.5,67.8,70.0
"CB,LWB,LB",70,2700000.0,70,53,62,69.5,51.0,66.2,71.0
ST,70,1800000.0,63,69,66,75.0,65.83333333333333,65.8,75.0
ST,70,825000.0,56,75,72,57.5,68.33333333333333,66.8,71.5
"CAM,RW,CF",70,,69,66,51,85.5,57.0,67.6,55.0
ST,70,2400000.0,64,73,66,65.5,65.33333333333333,63.0,74.0
"ST,LW",70,1800000.0,60,69,70,65.5,69.0,71.0,74.0
"RW,RM",70,3800000.0,66,66,72,86.5,62.666666666666664,70.6,69.5
"RM,RW,ST,LM",70,2500000.0,67,65,62,75.5,59.0,73.6,61.0
"RW,CAM",70,1700000.0,73,74,72,57.0,61.166666666666664,71.4,54.0
"CAM,LM,ST",70,2300000.0,66,68,68,85.5,64.5,73.0,68.0
"LW,CF,RM,RW",70,1900000.0,67,65,67,88.5,63.0,72.6,48.5
ST,70,2500000.0,68,73,67,49.0,65.16666666666667,66.4,65.5
ST,70,2200000.0,53,73,71,86.0,61.5,69.4,63.0
"ST,LW",70,1800000.0,56,68,59,73.5,71.16666666666667,62.6,79.5
"LM,RM,RW",70,1900000.0,66,61,74,89.0,59.166666666666664,75.0,61.5
"RW,CM,RM",70,1900000.0,66,69,66,82.0,60.5,75.0,61.5
"RM,LM,ST",70,1600000.0,69,74,55,83.0,67.16666666666667,73.6,64.5
"LW,RW",70,2500000.0,69,70,50,78.0,64.66666666666667,73.4,51.5
"RW,CAM",70,2400000.0,67,65,66,85.0,60.5,73.0,66.0
ST,70,3400000.0,55,65,67,76.0,66.83333333333333,66.4,70.5
"LW,ST",70,1900000.0,63,71,67,80.0,67.16666666666667,73.4,72.5
"LW,LM,ST",70,1900000.0,68,70,54,86.0,56.666666666666664,74.6,66.5
"CAM,LW,CF",70,2200000.0,66,61,59,74.5,68.83333333333333,70.6,63.5
"RM,ST",70,1600000.0,68,59,60,76.5,68.66666666666667,74.6,59.5
"CM,ST",70,1800000.0,70,75,73,80.0,61.0,72.8,71.0
"RB,RWB",70,1300000.0,73,69,66,66.0,48.166666666666664,71.2,54.0
"LM,LW",70,1800000.0,67,65,62,80.5,60.5,69.6,78.0
"LM,LW,ST",70,,67,64,60,78.0,62.0,73.4,65.0
ST,70,1900000.0,63,67,67,63.0,70.0,67.6,68.5
"LM,RM,CF",70,2300000.0,66,58,62,91.5,58.833333333333336,71.8,67.5
ST,70,2100000.0,66,70,64,75.5,65.16666666666667,69.2,77.5
"RM,RWB",70,1900000.0,67,64,69,76.0,57.5,68.0,78.0
"LM,LWB,LB",70,2200000.0,73,65,66,68.5,58.5,69.2,74.5
"CAM,CM,CF,RM",70,2200000.0,70,64,70,74.0,58.166666666666664,72.2,62.5
ST,70,2500000.0,63,68,60,68.5,70.33333333333333,68.0,66.0
"LB,LW",70,1700000.0,69,68,69,72.0,56.166666666666664,70.8,70.5
"LW,RW,RM",70,1900000.0,66,64,72,90.0,59.166666666666664,72.6,70.5
"RW,CAM,LW",70,2500000.0,74,66,58,78.5,51.0,73.4,53.0
"LW,CAM",70,3900000.0,74,56,62,89.0,59.833333333333336,71.8,68.0
"CM,CF,LW",70,1800000.0,72,72,78,78.5,66.5,77.0,64.0
"ST,RW",70,2800000.0,65,64,73,79.5,66.33333333333333,67.4,77.0
"RM,ST,LM",70,2800000.0,67,68,54,82.5,56.833333333333336,77.2,63.5
ST,70,1900000.0,57,75,71,71.0,65.66666666666667,69.2,69.0
ST,70,1800000.0,62,72,68,63.5,71.16666666666667,61.8,71.0
"RB,CDM,RWB",70,1500000.0,63,63,67,82.5,58.0,73.8,70.5
"RB,LB,RWB,LWB",70,2000000.0,68,49,61,81.0,52.833333333333336,62.8,73.0
"LM,LW",70,2100000.0,61,67,71,93.5,58.666666666666664,77.0,54.0
"CM,RW",70,2000000.0,69,67,62,88.0,55.5,80.0,61.5
ST,70,1600000.0,65,68,62,73.0,63.833333333333336,68.6,74.5
"LB,LWB",70,1300000.0,73,64,70,70.0,70.5,70.4,66.5
ST,70,2400000.0,65,65,71,74.5,68.83333333333333,67.0,68.5
ST,70,1400000.0,56,77,73,70.0,67.16666666666667,59.8,75.5
"LM,ST,CAM",70,3200000.0,67,67,62,75.5,69.66666666666667,74.2,58.0
ST,70,2500000.0,59,70,59,66.0,65.5,62.0,72.0
"ST,RW",70,1100000.0,70,75,70,76.0,65.0,71.4,74.0
ST,70,2100000.0,62,75,71,58.0,67.33333333333333,66.6,74.5
"ST,CAM",70,2300000.0,68,72,71,67.0,65.5,67.4,66.5
ST,70,1800000.0,63,72,67,74.5,66.5,63.0,72.0
ST,70,1700000.0,65,73,72,52.0,68.66666666666667,65.2,67.5
"ST,LM",70,1800000.0,69,74,60,82.0,62.0,72.4,67.5
"RM,LM,RW",70,2100000.0,64,64,55,78.0,66.66666666666667,69.8,71.0
"ST,RW,LW",70,2200000.0,59,72,72,86.5,65.66666666666667,71.6,63.5
ST,70,1800000.0,65,66,65,79.0,70.5,69.2,66.0
"CAM,LW,RW",70,,72,64,63,72.0,60.0,69.6,68.0
"LWB,LM",70,1700000.0,66,53,67,63.5,59.5,71.6,73.5
"CF,ST,LM,CAM",70,1400000.0,70,69,69,73.0,69.66666666666667,74.0,56.5
"ST,LM",70,2100000.0,67,62,67,83.0,64.5,68.4,65.0
"RM,RB,RW",70,775000.0,71,68,62,75.0,62.333333333333336,67.0,71.5
"ST,RW",70,1800000.0,62,64,64,91.0,65.5,66.8,80.0
"LM,LW,RW",70,2600000.0,69,72,65,77.0,55.5,67.6,69.5
"LB,LWB",70,2200000.0,68,57,61,88.0,55.5,75.8,69.0
ST,70,3900000.0,70,67,64,68.5,66.83333333333333,69.4,68.5
ST,71,3100000.0,61,72,52,73.5,67.5,69.2,71.5
RW,71,2200000.0,70,67,70,71.5,59.833333333333336,74.2,56.5
ST,71,2400000.0,58,73,64,76.5,65.83333333333333,66.2,78.5
"CAM,ST,CM",71,2500000.0,70,69,69,71.0,58.833333333333336,73.4,70.5
ST,71,3200000.0,62,68,66,74.5,69.16666666666667,68.2,63.5
"RM,CM,RW,CAM",71,2500000.0,70,60,65,86.0,65.83333333333333,75.2,68.5
ST,71,2100000.0,61,74,65,48.0,74.83333333333333,65.4,68.0
"ST,LW",71,3100000.0,66,70,68,76.0,66.5,63.6,75.0
"RM,CAM,ST",71,1800000.0,66,66,64,79.0,64.66666666666667,72.0,71.0
"RW,LW",71,2400000.0,69,71,68,73.5,59.333333333333336,71.2,69.5
ST,71,3200000.0,57,73,67,64.0,69.66666666666667,58.2,77.0
ST,71,1500000.0,73,76,54,48.0,70.66666666666667,58.8,69.0
ST,71,850000.0,63,75,67,60.0,71.5,74.0,68.5
ST,71,2900000.0,66,74,70,72.0,66.5,69.0,78.5
ST,71,2400000.0,67,64,72,79.0,66.66666666666667,73.6,73.0
"RW,RM",71,2500000.0,65,69,70,88.5,62.333333333333336,78.4,67.0
ST,71,2600000.0,70,73,75,67.5,65.0,61.4,77.0
"CAM,LM,ST,CM",71,3100000.0,73,57,65,74.5,62.833333333333336,76.6,65.5
"RW,LW",71,4200000.0,62,68,72,87.5,64.16666666666667,79.6,46.0
"ST,RM,LM",71,2600000.0,66,73,60,83.0,68.0,68.6,71.5
"RB,RWB",71,2800000.0,71,61,68,76.0,50.833333333333336,69.8,70.5
"RB,LB,RWB",71,1300000.0,70,48,64,68.5,46.666666666666664,69.8,66.0
"RB,RWB,RM",71,675000.0,72,59,63,70.0,52.833333333333336,64.6,75.0
"LW,LM",71,3500000.0,65,71,78,81.5,68.0,74.2,68.5
"RM,ST",71,2800000.0,67,72,67,83.5,62.666666666666664,70.6,68.0
ST,71,2300000.0,62,73,73,71.5,69.83333333333333,70.8,62.0
ST,71,3000000.0,61,70,65,68.5,67.5,58.0,75.0
"CM,CAM,RW",71,2400000.0,76,67,78,55.0,64.16666666666667,73.2,58.5
"ST,CF,CAM",71,2300000.0,71,76,69,66.0,72.33333333333333,64.8,65.5
"RW,LW",71,2200000.0,67,70,65,76.0,67.66666666666667,73.4,63.5
"CAM,LM,CM,CF",71,3300000.0,72,67,71,72.5,62.0,69.6,72.0
"LW,ST,RW",71,3700000.0,69,66,70,78.0,69.0,70.4,74.5
"RB,RM,RWB",71,2600000.0,66,57,64,81.5,41.0,75.0,71.5
ST,71,3700000.0,62,71,72,69.0,66.83333333333333,69.8,74.0
LW,71,3200000.0,67,66,68,77.5,69.0,73.2,65.5
ST,71,2500000.0,61,74,69,70.5,66.5,50.2,78.0
ST,71,1900000.0,62,74,66,65.0,68.66666666666667,66.2,85.5
"ST,CAM,RW",71,2400000.0,67,75,69,74.5,66.5,65.6,69.5
"ST,CAM",71,3200000.0,67,73,72,72.5,66.33333333333333,68.6,71.5
"CAM,LM,LW",71,3400000.0,74,62,65,66.0,50.0,74.6,66.5
"ST,RM",71,1200000.0,71,72,73,54.5,71.16666666666667,69.2,62.0
ST,71,3000000.0,65,76,68,51.0,69.66666666666667,63.2,71.0
"RB,RWB",71,1900000.0,70,57,62,77.5,44.833333333333336,64.2,75.5
ST,71,2400000.0,68,70,76,82.0,69.0,73.4,72.0
"RM,RW",71,2500000.0,61,65,71,91.5,59.833333333333336,77.4,54.0
"RM,RW",71,3200000.0,72,62,69,83.0,55.333333333333336,68.8,63.5
"LW,RW,CAM",71,2400000.0,63,73,75,89.5,60.0,77.0,58.5
"LM,RM,LW",71,5000000.0,65,68,54,87.5,51.833333333333336,73.0,60.0
"ST,RM,LM",71,2800000.0,66,72,69,76.5,67.0,69.0,81.0
RW,71,2500000.0,63,67,53,90.5,55.833333333333336,75.6,65.5
ST,71,3000000.0,64,72,68,70.5,64.66666666666667,71.4,71.5
"LW,LM",71,3000000.0,67,73,68,88.5,63.0,70.8,67.0
ST,71,3400000.0,65,73,68,82.0,66.66666666666667,68.0,69.0
"RWB,RB",71,1900000.0,64,69,58,79.5,57.333333333333336,66.6,71.5
"RB,RM,RWB",71,2600000.0,67,65,64,74.0,52.0,67.6,70.5
"CAM,ST",71,2200000.0,66,70,69,59.0,72.66666666666667,73.4,44.0
"LM,RM,ST",71,3800000.0,65,71,60,79.0,64.66666666666667,75.4,63.5
"ST,CAM",71,2900000.0,69,71,62,78.0,65.83333333333333,73.4,72.5
"LM,RM,ST",71,2500000.0,62,73,59,87.0,61.0,69.8,80.5
ST,71,3400000.0,68,72,68,72.5,61.5,61.0,77.0
"LW,LM,ST",71,2200000.0,63,72,69,75.0,69.0,68.6,75.5
"LW,LM,CAM",71,2100000.0,64,69,72,78.5,64.5,75.6,60.5
ST,71,1200000.0,64,65,71,64.0,70.83333333333333,69.2,72.0
"RW,RM,ST,LW",71,4200000.0,71,71,68,79.5,57.5,73.2,68.0
"RW,CAM,CF",71,3100000.0,73,67,71,83.0,61.0,74.8,45.5
ST,71,2600000.0,59,68,69,77.5,68.5,71.8,70.5
"ST,RW",71,2100000.0,66,76,71,85.5,67.16666666666667,71.8,67.5
"ST,RW",71,2400000.0,67,70,69,71.0,71.66666666666667,65.8,76.5
"RB,RW,LW",71,1900000.0,68,65,67,82.5,61.833333333333336,74.4,62.0
"LB,LWB",71,1700000.0,66,66,72,79.5,61.333333333333336,69.0,74.5
"ST,RW,LW",71,3500000.0,67,71,59,79.5,69.0,72.2,70.0
"RW,RM",71,2800000.0,63,65,61,85.0,59.0,72.4,72.5
"ST,CF,LW",71,1200000.0,61,77,79,85.5,65.16666666666667,81.4,51.0
ST,71,3200000.0,64,72,74,74.5,67.16666666666667,64.6,78.0
"ST,RW",71,2100000.0,66,71,75,78.0,69.5,71.6,68.0
"CAM,CF",71,2500000.0,68,76,61,74.5,62.833333333333336,72.2,75.0
"ST,RW",71,2500000.0,64,69,60,85.5,67.33333333333333,74.2,60.5
"LB,LWB",71,1700000.0,72,59,64,72.5,52.5,71.2,71.5
ST,71,3400000.0,54,69,73,71.5,69.5,62.0,76.0
ST,71,1500000.0,60,73,75,60.5,69.83333333333333,61.0,76.0
ST,71,2800000.0,64,73,66,60.5,71.5,66.2,78.0
"ST,RM,LM",71,3000000.0,63,72,55,67.0,69.0,63.6,72.5
ST,71,2400000.0,65,71,70,72.0,69.0,67.6,73.5
"CAM,LM,LW",71,3200000.0,71,67,58,67.5,58.5,73.0,63.0
ST,71,,56,62,51,80.5,66.83333333333333,72.4,73.0
ST,71,3500000.0,52,70,62,68.5,69.83333333333333,66.0,68.5
"LWB,LM,LB",71,2000000.0,66,69,71,77.5,62.666666666666664,71.0,80.5
"LM,ST,RM",71,2800000.0,59,74,63,81.5,64.16666666666667,70.4,74.0
"CAM,LM,ST",71,2500000.0,69,73,68,77.0,64.33333333333333,69.0,67.0
"CAM,RW",71,2500000.0,71,71,69,71.0,63.0,71.8,70.5
"RB,RWB",71,1300000.0,65,55,67,75.5,57.833333333333336,63.6,76.0
"RW,LM,RM,ST",71,2300000.0,67,67,58,79.5,64.66666666666667,69.0,72.0
"RB,LB,RWB",71,2800000.0,67,46,65,74.5,47.166666666666664,61.2,77.0
ST,71,3100000.0,62,68,65,55.5,71.5,63.0,69.0
"RM,RW",71,2100000.0,74,73,69,71.0,57.5,69.2,77.5
"RM,LM,CAM,RW",71,2900000.0,70,66,70,75.5,64.5,73.6,60.0
"LW,CM",71,3000000.0,71,69,74,77.0,61.833333333333336,72.8,67.5
"LB,LWB,LM,CB",71,1700000.0,70,67,70,70.5,60.333333333333336,67.6,75.0
"ST,LW",71,2600000.0,65,69,53,75.0,69.16666666666667,68.0,70.5
"ST,CAM",71,3000000.0,66,73,65,76.0,67.5,71.4,77.5
ST,71,4000000.0,63,71,61,76.5,68.0,66.6,72.5
"LW,RW",71,2900000.0,69,68,64,74.5,58.5,72.4,61.5
ST,71,,63,72,66,67.5,69.66666666666667,63.2,76.0
"LM,ST",71,3200000.0,62,65,68,86.0,56.833333333333336,76.8,67.0
"ST,LW",71,5000000.0,68,72,72,84.0,61.666666666666664,73.4,60.5
ST,71,3400000.0,61,74,78,85.5,66.5,72.2,72.5
"LWB,LB,LM",71,1800000.0,69,65,70,75.5,50.166666666666664,67.8,78.0
"ST,CF",71,1100000.0,66,75,66,59.0,70.83333333333333,61.6,74.0
"CAM,RM,CF",71,2400000.0,71,70,76,75.0,67.66666666666667,71.0,70.0
"LW,LM,ST",71,2300000.0,68,70,65,76.5,64.83333333333333,72.8,73.5
"ST,LM",71,2600000.0,63,67,64,84.0,62.333333333333336,74.6,71.5
ST,71,2100000.0,62,74,74,69.0,70.83333333333333,67.2,73.5
"CAM,RM,RW",71,1200000.0,72,66,72,81.5,54.666666666666664,71.0,67.0
"CAM,CM,RM,CF",71,3200000.0,74,68,75,60.5,59.333333333333336,72.4,57.5
"LW,RM",71,,64,65,75,77.0,67.5,73.4,71.0
LW,71,3500000.0,70,68,69,76.5,65.16666666666667,71.2,70.5
ST,71,3100000.0,66,77,57,82.5,66.83333333333333,76.0,56.5
"LW,RW",71,5000000.0,65,63,62,85.5,63.0,79.2,51.5
"RB,RWB",71,2400000.0,67,68,60,81.5,51.5,68.0,75.0
"LM,LWB",71,3200000.0,75,67,65,74.0,48.333333333333336,68.0,64.0
ST,71,2900000.0,57,74,52,60.5,66.83333333333333,59.6,80.0
ST,71,2100000.0,56,68,66,71.5,70.33333333333333,64.6,79.5
"RM,LM,ST",71,2400000.0,67,68,64,86.5,65.66666666666667,73.4,64.0
"LW,RW",71,3500000.0,64,71,66,79.5,66.83333333333333,75.2,65.5
"RB,RM,RWB",71,2600000.0,67,65,63,85.0,50.5,75.4,71.5
ST,71,2400000.0,66,76,66,53.0,68.33333333333333,55.6,80.0
"ST,LW,LM",71,3200000.0,66,70,66,75.5,68.66666666666667,65.4,69.5
ST,71,2600000.0,67,71,67,57.5,70.16666666666667,55.8,73.0
"ST,CAM",71,3500000.0,63,73,60,74.0,67.16666666666667,68.2,72.5
"ST,LW",71,2500000.0,67,67,69,84.5,69.16666666666667,74.6,64.5
"CAM,LM,RM,ST",71,3200000.0,71,64,60,79.0,54.666666666666664,76.8,56.5
ST,71,2400000.0,64,73,72,61.0,69.0,66.4,61.5
ST,71,3400000.0,63,70,59,63.5,68.83333333333333,63.0,63.0
"ST,RW",71,3600000.0,59,69,62,87.5,62.666666666666664,68.4,78.0
"LW,RW,RM",71,3200000.0,66,60,62,84.0,63.166666666666664,76.2,58.5
"CM,RM,RWB",71,2300000.0,71,69,73,79.5,63.166666666666664,70.2,77.5
"CAM,RW,LW",71,3300000.0,71,66,71,77.0,52.0,73.6,50.5
"CAM,CM,CF",71,2700000.0,70,74,70,67.0,70.83333333333333,62.0,74.0
"LB,LW",71,2000000.0,71,55,63,76.0,52.166666666666664,67.8,68.0
ST,71,1100000.0,57,77,68,58.5,71.16666666666667,55.8,71.0
"ST,RW",71,1900000.0,60,69,66,80.0,66.83333333333333,70.8,76.0
ST,71,2400000.0,59,71,56,59.0,70.0,61.0,77.5
ST,71,2400000.0,65,76,72,65.5,67.0,57.2,71.0
"RM,RW",71,2500000.0,59,69,63,82.5,60.5,69.0,75.0
ST,71,3100000.0,62,69,63,77.0,65.0,68.8,76.0
"RM,RW,LM",71,1400000.0,72,68,69,69.5,59.166666666666664,76.0,59.0
"LB,LWB",71,3100000.0,66,64,59,73.0,45.5,67.6,67.0
"CAM,LW",71,2900000.0,66,64,63,79.5,60.5,74.6,55.5
"ST,LW,RW",71,3400000.0,67,69,68,80.0,69.83333333333333,71.4,61.0
"ST,LM,RM",71,3700000.0,73,68,57,73.0,68.33333333333333,66.4,81.5
"CAM,CM,RW",71,2200000.0,75,65,70,74.5,65.33333333333333,65.0,69.0
"ST,LM",71,3200000.0,66,71,68,76.5,66.83333333333333,66.0,80.0
"LB,LWB",71,2800000.0,68,70,67,87.5,54.5,71.2,71.0
"ST,CAM",71,1500000.0,63,71,69,64.5,71.16666666666667,67.4,68.5
ST,71,850000.0,61,77,74,41.0,73.33333333333333,60.8,59.5
"LM,ST,RB",71,2900000.0,65,70,61,75.0,70.33333333333333,68.2,72.0
ST,71,4300000.0,64,76,72,79.5,64.33333333333333,71.6,71.5
"RM,LM,ST",71,2500000.0,70,68,67,81.5,61.333333333333336,73.0,69.0
"CAM,CM,RW",71,1400000.0,77,69,66,61.0,63.833333333333336,69.4,53.5
"LM,ST",71,3200000.0,68,70,71,78.5,66.33333333333333,69.6,61.0
ST,71,850000.0,62,75,77,51.5,74.83333333333333,64.6,80.5
"CAM,ST",71,2800000.0,75,65,63,80.0,60.833333333333336,74.8,62.5
ST,71,2500000.0,69,72,68,70.5,68.83333333333333,69.2,71.5
ST,71,2300000.0,68,70,71,50.0,71.5,57.0,77.0
"LW,RW,CAM",71,3700000.0,66,71,73,84.0,56.0,80.0,59.5
"ST,CAM,RM,LM",71,2400000.0,71,71,66,69.0,72.33333333333333,69.6,68.0
"ST,LW",71,3500000.0,67,76,70,79.5,64.0,78.2,54.0
"LM,ST",71,3200000.0,67,69,57,84.5,59.166666666666664,74.6,57.0
"CF,ST",71,2400000.0,65,72,63,72.5,69.83333333333333,71.0,72.0
ST,71,2400000.0,65,75,63,60.5,70.5,62.4,70.0
"RM,LM,RWB,RB",71,2900000.0,61,70,72,83.5,64.33333333333333,74.4,71.0
ST,72,3000000.0,67,75,74,65.0,69.33333333333333,63.4,72.0
"ST,RM",72,2800000.0,67,75,74,66.5,71.0,70.6,71.5
"LM,ST",72,3100000.0,71,68,69,78.0,66.5,74.8,66.5
"ST,CAM,RW,LW",72,5000000.0,63,70,64,86.0,69.5,78.8,64.0
"ST,LM,CAM",72,3600000.0,68,67,64,69.5,71.83333333333333,61.8,77.0
ST,72,3100000.0,58,73,68,68.5,69.0,70.0,80.5
ST,72,3300000.0,57,74,60,76.5,71.33333333333333,77.0,60.5
"RW,LW,LM",72,3100000.0,69,72,65,77.5,65.5,73.4,77.0
ST,72,2500000.0,67,73,77,41.5,75.0,60.4,78.5
ST,72,2500000.0,66,72,78,77.0,70.33333333333333,69.6,68.0
LW,72,4100000.0,62,64,72,75.0,62.166666666666664,71.6,46.5
"RW,CAM,RM,CF",72,3300000.0,66,67,70,77.5,58.333333333333336,75.4,50.0
"ST,RW",72,1400000.0,70,83,84,62.0,70.16666666666667,67.8,66.5
"ST,LW,RW",72,4400000.0,67,70,71,70.5,70.33333333333333,62.4,80.5
"LM,ST,RM",72,4400000.0,67,71,68,80.0,65.83333333333333,69.8,80.5
"RB,RWB",72,3600000.0,65,63,62,71.5,47.833333333333336,68.0,70.0
"CAM,RM,CF",72,3700000.0,68,72,67,80.0,59.833333333333336,75.8,64.5
ST,72,3100000.0,66,70,72,76.0,70.33333333333333,73.8,68.0
"RW,CAM",72,5000000.0,68,66,70,84.5,62.0,78.4,68.0
"LB,LWB",72,3000000.0,68,61,62,75.5,56.333333333333336,75.8,70.5
"ST,RW",72,3800000.0,58,75,74,65.5,72.0,66.0,64.5
LW,72,3300000.0,68,72,72,79.0,70.16666666666667,74.6,69.0
"RW,ST",72,2900000.0,73,69,73,74.5,69.66666666666667,73.2,52.5
"RM,RW",72,4300000.0,65,68,61,92.0,57.166666666666664,78.0,59.5
ST,72,2800000.0,66,70,72,67.5,71.66666666666667,68.6,73.0
"RB,RWB",72,3500000.0,75,58,63,64.0,53.166666666666664,68.6,68.0
"RM,RW,ST",72,3700000.0,68,71,68,78.0,61.666666666666664,69.0,75.0
"LW,RW,RM",72,4300000.0,68,62,63,76.5,64.0,70.8,54.0
"RB,RWB",72,3400000.0,67,58,55,91.0,45.666666666666664,73.8,74.0
"ST,RW",72,3300000.0,72,75,64,78.5,67.83333333333333,73.6,62.5
"RW,LW",72,4300000.0,65,70,76,78.5,62.833333333333336,76.8,62.5
ST,72,3100000.0,66,72,68,59.5,73.5,61.4,66.5
ST,72,3000000.0,73,83,75,85.5,66.33333333333333,84.0,63.0
ST,72,3900000.0,63,67,62,72.5,67.66666666666667,64.6,84.5
"LM,LW",72,4100000.0,67,65,70,90.5,59.0,76.2,65.0
"RW,LW,LM",72,5500000.0,70,68,73,87.0,54.0,77.4,49.0
"LW,LM,CAM",72,3300000.0,67,68,67,80.5,64.33333333333333,75.2,58.0
ST,72,4500000.0,64,63,72,84.5,71.16666666666667,70.4,73.0
"RM,LM,RWB",72,3900000.0,68,68,66,84.0,56.166666666666664,71.6,79.5
"LM,ST",72,4300000.0,63,73,65,84.0,63.333333333333336,72.2,64.5
ST,72,3100000.0,67,68,58,77.0,71.5,71.4,72.0
"RW,RM",72,4600000.0,70,64,68,78.5,56.0,72.4,65.5
"CAM,RW,CF",72,3900000.0,72,64,72,82.0,61.833333333333336,77.2,69.0
"LB,CB,LWB",72,2500000.0,71,68,71,68.5,53.166666666666664,68.8,78.0
"RM,CM,CDM,RWB",72,3900000.0,70,67,70,72.5,63.0,67.0,81.0
ST,72,4100000.0,63,74,65,67.0,67.83333333333333,66.8,70.0
"RW,LM,RM",72,3400000.0,70,65,77,79.0,67.33333333333333,79.2,52.0
"LB,LW",72,3500000.0,65,66,64,90.0,61.5,72.0,83.5
"RW,CAM,LW",72,,70,73,72,80.5,65.66666666666667,76.8,64.0
ST,72,3800000.0,74,74,65,54.0,69.66666666666667,62.8,81.0
"RM,ST",72,4300000.0,66,67,66,84.0,67.83333333333333,75.0,67.0
"LW,LM",72,2900000.0,67,72,73,81.5,64.16666666666667,70.4,70.5
ST,72,4400000.0,67,66,65,71.0,68.5,64.6,78.0
ST,72,4200000.0,75,68,73,54.5,70.16666666666667,64.4,75.0
ST,72,3400000.0,65,69,71,69.0,72.66666666666667,70.0,59.0
"RB,RWB",72,3400000.0,71,64,69,75.0,56.166666666666664,72.2,66.5
"ST,LW",72,3100000.0,63,73,66,75.5,68.83333333333333,69.6,76.0
"RM,LM,RW",72,4200000.0,70,63,65,88.0,57.166666666666664,72.6,67.5
"LW,CF",72,3000000.0,69,67,73,80.5,70.66666666666667,73.2,50.5
"ST,CAM",72,3100000.0,67,75,71,63.5,68.66666666666667,59.2,73.0
ST,72,3400000.0,65,75,66,72.0,74.16666666666667,63.6,62.5
ST,72,3200000.0,62,75,59,73.0,67.83333333333333,71.0,74.0
"RM,LM,ST",72,6000000.0,64,66,74,92.5,61.333333333333336,76.6,65.0
"ST,RW",72,3400000.0,62,76,64,82.0,62.5,70.4,63.0
"RW,ST,LW",72,3700000.0,70,74,68,76.0,65.5,75.4,68.5
ST,72,3000000.0,69,76,75,64.0,74.83333333333333,67.8,69.0
"ST,RM",72,1600000.0,76,70,70,86.0,69.66666666666667,82.0,61.0
"LM,LW,ST",72,3300000.0,69,75,73,81.0,65.0,72.6,67.0
"LM,RM,LW",72,3700000.0,66,58,52,87.0,64.16666666666667,77.8,61.0
"LB,LWB",72,3600000.0,71,67,65,73.0,61.5,70.6,70.0
"CAM,ST,RM",72,3300000.0,75,71,73,85.0,60.833333333333336,74.2,53.5
"ST,LM,RM",72,3700000.0,72,68,73,65.5,70.83333333333333,66.6,70.0
"RW,ST",72,,69,75,73,83.5,67.5,70.8,70.0
"LB,LWB",72,2000000.0,73,51,72,67.5,58.833333333333336,72.2,67.5
"CAM,LW,LM,CM",72,3300000.0,71,73,67,69.5,61.166666666666664,73.4,57.5
"CAM,LM,LW",72,2700000.0,67,67,68,82.0,65.33333333333333,76.4,60.0
"ST,RM",72,4000000.0,59,74,59,70.0,69.16666666666667,67.6,76.5
ST,72,3700000.0,65,72,79,74.5,69.16666666666667,71.0,70.5
"ST,CF,CAM",72,3000000.0,65,72,66,82.0,64.16666666666667,73.4,67.5
ST,72,3200000.0,67,71,66,81.0,68.83333333333333,68.6,74.5
"RWB,RB,RM",72,4900000.0,68,70,60,76.0,57.666666666666664,72.6,64.0
